FID,recorddate,dam,volume_ML,volume_percentfull
40622,2008/12/31 12:59:59,Upper Yarra,155586,77.56
40623,2009/01/25 12:59:59,O'Shannassy,2276,72.87
40624,2009/01/13 12:59:59,Greenvale,18758,69.89
40625,2009/01/05 12:59:59,Upper Yarra,154081,76.81
40626,2009/01/08 12:59:59,Maroondah,12069,54.41
40627,2009/01/20 12:59:59,Sugarloaf,51439,53.44
40628,2008/12/31 12:59:59,Sugarloaf,54485,56.6
40629,2009/01/25 12:59:59,Silvan,36374,89.93
40630,2009/01/13 12:59:59,Maroondah,11512,51.9
40631,2009/01/05 12:59:59,Yan Yean,5546,18.32
40632,2009/01/08 12:59:59,O'Shannassy,2589,82.9
40633,2009/01/20 12:59:59,Yan Yean,5136,16.96
40634,2008/12/31 12:59:59,Yan Yean,5682,18.77
40635,2009/01/25 12:59:59,Upper Yarra,141847,70.71
40636,2009/01/13 12:59:59,O'Shannassy,2529,80.97
40637,2009/01/05 12:59:59,Greenvale,19483,72.59
40638,2009/01/08 12:59:59,Silvan,34461,85.2
40639,2009/01/20 12:59:59,Tarago,24873,66.18
40640,2008/12/31 12:59:59,Tarago,25505,67.86
40641,2009/01/25 12:59:59,Sugarloaf,50174,52.12
40642,2009/01/13 12:59:59,Silvan,35652,88.14
40643,2009/01/05 12:59:59,Tarago,25396,67.57
40644,2009/01/08 12:59:59,Upper Yarra,152570,76.06
40645,2009/01/20 12:59:59,Thomson,213609,20
40646,2008/12/31 12:59:59,Thomson,213582,19.99
40647,2009/01/25 12:59:59,Yan Yean,5019,16.58
40648,2009/01/13 12:59:59,Thomson,214296,20.06
40649,2009/01/05 12:59:59,Thomson,214242,20.06
40650,2009/01/08 12:59:59,Yan Yean,5487,18.12
40651,2009/01/19 12:59:59,Cardinia,118522,41.3
40652,2008/12/30 12:59:59,Cardinia,118970,41.46
40653,2009/01/25 12:59:59,Tarago,24619,65.51
40654,2009/01/13 12:59:59,Upper Yarra,149540,74.55
40655,2009/01/05 12:59:59,Sugarloaf,54225,56.33
40656,2009/01/08 12:59:59,Tarago,25314,67.36
40657,2009/01/19 12:59:59,Greenvale,18537,69.06
40658,2008/12/30 12:59:59,Greenvale,19531,72.77
40659,2009/01/25 12:59:59,Thomson,212859,19.93
40660,2009/01/13 12:59:59,Sugarloaf,53079,55.14
40661,2009/01/04 12:59:59,Cardinia,119143,41.52
40662,2009/01/08 12:59:59,Thomson,214251,20.06
40663,2009/01/19 12:59:59,Maroondah,10652,48.02
40664,2008/12/30 12:59:59,Maroondah,12850,57.93
40665,2009/01/24 12:59:59,Cardinia,119151,41.52
40666,2009/01/13 12:59:59,Yan Yean,5409,17.87
40667,2009/01/04 12:59:59,Greenvale,19531,72.77
40668,2009/01/08 12:59:59,Sugarloaf,53845,55.94
40669,2009/01/19 12:59:59,O'Shannassy,2415,77.32
40670,2008/12/30 12:59:59,O'Shannassy,2538,81.26
40671,2008/12/30 12:59:59,Silvan,34786,86
40672,2008/12/30 12:59:59,Thomson,213868,20.02
40673,2008/12/30 12:59:59,Upper Yarra,155465,77.5
40674,2008/12/30 12:59:59,Sugarloaf,54545,56.66
40675,2008/12/30 12:59:59,Yan Yean,5682,18.77
40676,2008/12/30 12:59:59,Tarago,25505,67.86
40677,2008/12/29 12:59:59,Cardinia,118825,41.41
40678,2008/12/29 12:59:59,Greenvale,19516,72.71
40679,2008/12/29 12:59:59,O'Shannassy,2500,80.05
40680,2008/12/29 12:59:59,Silvan,34878,86.23
40681,2008/12/29 12:59:59,Upper Yarra,155270,77.41
40682,2008/12/29 12:59:59,Sugarloaf,54620,56.74
40683,2008/12/29 12:59:59,Yan Yean,5682,18.77
40684,2008/12/29 12:59:59,Maroondah,12930,58.29
40685,2008/12/29 12:59:59,Tarago,25505,67.86
40686,2008/12/29 12:59:59,Thomson,214225,20.05
40687,2008/12/28 12:59:59,Cardinia,118680,41.36
40688,2008/12/28 12:59:59,Greenvale,19531,72.77
40689,2008/12/28 12:59:59,Maroondah,13010,58.65
40690,2008/12/28 12:59:59,O'Shannassy,2489,79.69
40691,2008/12/28 12:59:59,Silvan,35033,86.61
40692,2008/12/28 12:59:59,Upper Yarra,155081,77.31
40693,2008/12/28 12:59:59,Sugarloaf,54665,56.79
40694,2008/12/28 12:59:59,Yan Yean,5721,18.9
40695,2008/12/28 12:59:59,Tarago,25505,67.86
40696,2008/12/28 12:59:59,Thomson,214448,20.07
40697,2009/01/19 12:59:59,Silvan,36533,90.32
40698,2009/01/19 12:59:59,Upper Yarra,145615,72.59
40699,2009/01/19 12:59:59,Sugarloaf,51726,53.73
40700,2009/01/19 12:59:59,Yan Yean,5175,17.09
40701,2009/01/19 12:59:59,Tarago,24917,66.3
40702,2009/01/19 12:59:59,Thomson,213778,20.01
40703,2009/01/18 12:59:59,Cardinia,118464,41.28
40704,2009/01/18 12:59:59,Greenvale,18589,69.26
40705,2009/01/18 12:59:59,Maroondah,10802,48.7
40706,2009/01/18 12:59:59,O'Shannassy,2439,78.09
40707,2009/01/18 12:59:59,Silvan,36533,90.32
40708,2009/01/18 12:59:59,Upper Yarra,146268,72.92
40709,2009/01/18 12:59:59,Sugarloaf,51933,53.95
40710,2009/01/18 12:59:59,Yan Yean,5214,17.22
40711,2009/01/18 12:59:59,Tarago,24961,66.42
40712,2009/01/18 12:59:59,Thomson,213859,20.02
40713,2009/01/17 12:59:59,Cardinia,118811,41.41
40714,2009/01/17 12:59:59,Greenvale,18640,69.45
40715,2009/01/17 12:59:59,Maroondah,10952,49.38
40716,2009/01/17 12:59:59,O'Shannassy,2458,78.7
40717,2009/01/17 12:59:59,Silvan,36184,89.46
40718,2009/01/17 12:59:59,Upper Yarra,146927,73.25
40719,2009/01/17 12:59:59,Yan Yean,5253,17.35
40720,2009/01/17 12:59:59,Tarago,25005,66.53
40721,2009/01/17 12:59:59,Thomson,213948,20.03
40722,2009/01/07 12:59:59,Cardinia,119448,41.63
40723,2009/01/17 12:59:59,Sugarloaf,52172,54.2
40724,2009/01/24 12:59:59,Greenvale,18189,67.77
40725,2009/01/07 12:59:59,Greenvale,19341,72.06
40726,2009/01/24 12:59:59,Maroondah,9936,44.79
40727,2009/01/04 12:59:59,Maroondah,12473,56.23
40728,2009/01/13 12:59:59,Tarago,25152,66.92
40729,2009/01/07 12:59:59,Maroondah,12175,54.89
40730,2009/01/24 12:59:59,O'Shannassy,2294,73.45
40731,2009/01/04 12:59:59,O'Shannassy,2609,83.54
40732,2009/01/12 12:59:59,Maroondah,11666,52.59
40733,2009/01/07 12:59:59,O'Shannassy,2602,83.31
40734,2009/01/24 12:59:59,Silvan,36025,89.07
40735,2009/01/04 12:59:59,Silvan,34600,85.54
40736,2009/01/12 12:59:59,O'Shannassy,2543,81.42
40737,2009/01/07 12:59:59,Silvan,34323,84.86
40738,2009/01/24 12:59:59,Thomson,213028,19.94
40739,2009/01/04 12:59:59,Upper Yarra,154473,77.01
40740,2009/01/12 12:59:59,Silvan,35652,88.14
40741,2009/01/07 12:59:59,Thomson,214260,20.06
40742,2009/01/24 12:59:59,Upper Yarra,142494,71.04
40743,2009/01/04 12:59:59,Yan Yean,5565,18.38
40744,2009/01/12 12:59:59,Greenvale,18905,70.43
40745,2009/01/07 12:59:59,Upper Yarra,153168,76.36
40746,2009/01/24 12:59:59,Sugarloaf,50346,52.3
40747,2009/01/04 12:59:59,Tarago,25432,67.67
40748,2009/01/12 12:59:59,Upper Yarra,150142,74.85
40749,2009/01/07 12:59:59,Yan Yean,5487,18.12
40750,2009/01/24 12:59:59,Yan Yean,5058,16.71
40751,2009/01/04 12:59:59,Thomson,214225,20.05
40752,2009/01/12 12:59:59,Sugarloaf,53258,55.33
40753,2009/01/07 12:59:59,Tarago,25343,67.43
40754,2009/01/24 12:59:59,Tarago,24676,65.66
40755,2009/01/04 12:59:59,Sugarloaf,54300,56.41
40756,2009/01/12 12:59:59,Yan Yean,5409,17.87
40757,2009/01/07 12:59:59,Sugarloaf,53950,56.05
40758,2009/01/23 12:59:59,Cardinia,119477,41.64
40759,2009/01/03 12:59:59,Cardinia,119375,41.6
40760,2009/01/12 12:59:59,Cardinia,119158,41.53
40761,2009/01/23 12:59:59,Greenvale,18246,67.98
40762,2009/01/03 12:59:59,Greenvale,19531,72.77
40763,2009/01/12 12:59:59,Thomson,214242,20.06
40764,2009/01/23 12:59:59,Maroondah,10067,45.38
40765,2009/01/03 12:59:59,Maroondah,12583,56.73
40766,2009/01/12 12:59:59,Tarago,25182,67
40767,2009/01/03 12:59:59,O'Shannassy,2607,83.47
40768,2009/01/23 12:59:59,O'Shannassy,2314,74.09
40769,2009/01/03 12:59:59,Silvan,34354,84.94
40770,2009/01/23 12:59:59,Silvan,35683,88.22
40771,2009/01/03 12:59:59,Thomson,214118,20.04
40772,2009/01/23 12:59:59,Thomson,213216,19.96
40773,2009/01/03 12:59:59,Upper Yarra,154859,77.2
40774,2009/01/23 12:59:59,Upper Yarra,143149,71.36
40775,2009/01/03 12:59:59,Sugarloaf,54365,56.48
40776,2009/01/23 12:59:59,Sugarloaf,50634,52.6
40777,2009/01/03 12:59:59,Yan Yean,5604,18.51
40778,2009/01/23 12:59:59,Yan Yean,5058,16.71
40779,2009/01/03 12:59:59,Tarago,25461,67.75
40780,2009/01/23 12:59:59,Tarago,24730,65.8
40781,2009/01/02 12:59:59,Cardinia,119477,41.64
40782,2009/01/22 12:59:59,Cardinia,119237,41.55
40783,2009/01/02 12:59:59,Greenvale,19531,72.77
40784,2009/01/22 12:59:59,Greenvale,18319,68.25
40785,2009/01/02 12:59:59,Maroondah,12662,57.09
40786,2009/01/02 12:59:59,O'Shannassy,2597,83.15
40787,2009/01/02 12:59:59,Silvan,34384,85.01
40788,2009/01/02 12:59:59,Sugarloaf,54425,56.54
40789,2009/01/02 12:59:59,Yan Yean,5643,18.64
40790,2009/01/02 12:59:59,Tarago,25476,67.79
40791,2009/01/02 12:59:59,Thomson,213939,20.03
40792,2009/01/02 12:59:59,Upper Yarra,155232,77.39
40793,2009/01/22 12:59:59,Maroondah,10183,45.91
40794,2009/01/22 12:59:59,O'Shannassy,2337,74.83
40795,2009/01/22 12:59:59,Silvan,35900,88.76
40796,2009/01/22 12:59:59,Thomson,213296,19.97
40797,2009/01/22 12:59:59,Upper Yarra,143806,71.69
40798,2009/01/22 12:59:59,Sugarloaf,50921,52.9
40799,2009/01/22 12:59:59,Yan Yean,5058,16.71
40800,2009/01/22 12:59:59,Tarago,24785,65.95
40801,2008/12/27 12:59:59,Cardinia,118970,41.46
40802,2008/12/27 12:59:59,Greenvale,19531,72.77
40803,2008/12/27 12:59:59,Maroondah,13090,59.01
40804,2008/12/27 12:59:59,O'Shannassy,2481,79.44
40805,2008/12/27 12:59:59,Silvan,34909,86.31
40806,2008/12/27 12:59:59,Upper Yarra,154859,77.2
40807,2008/12/27 12:59:59,Sugarloaf,54665,56.79
40808,2008/12/27 12:59:59,Yan Yean,5721,18.9
40809,2008/12/27 12:59:59,Tarago,25534,67.94
40810,2008/12/27 12:59:59,Thomson,214698,20.1
40811,2008/12/26 12:59:59,Maroondah,13154,59.3
40812,2008/12/26 12:59:59,O'Shannassy,2465,78.93
40813,2008/12/26 12:59:59,Silvan,34786,86
40814,2008/12/26 12:59:59,Greenvale,19546,72.82
40815,2008/12/26 12:59:59,Upper Yarra,154572,77.06
40816,2008/12/26 12:59:59,Sugarloaf,54695,56.82
40817,2008/12/26 12:59:59,Yan Yean,5760,19.03
40818,2008/12/26 12:59:59,Cardinia,119274,41.57
40819,2008/12/26 12:59:59,Thomson,214983,20.12
40820,2008/12/26 12:59:59,Tarago,25564,68.02
40821,2008/12/25 12:59:59,Cardinia,119368,41.6
40822,2008/12/25 12:59:59,Greenvale,19531,72.77
40823,2008/12/25 12:59:59,Maroondah,13218,59.59
40824,2008/12/25 12:59:59,O'Shannassy,2496,79.92
40825,2008/12/25 12:59:59,Silvan,34786,86
40826,2008/12/25 12:59:59,Thomson,215144,20.14
40827,2008/12/25 12:59:59,Upper Yarra,154174,76.86
40828,2008/12/25 12:59:59,Sugarloaf,54695,56.82
40829,2008/12/25 12:59:59,Yan Yean,5799,19.16
40830,2008/12/25 12:59:59,Tarago,25593,68.1
40831,2008/12/24 12:59:59,Cardinia,119165,41.53
40832,2008/12/24 12:59:59,Greenvale,19516,72.71
40833,2008/12/24 12:59:59,Maroondah,13282,59.88
40834,2008/12/24 12:59:59,O'Shannassy,2548,81.58
40835,2008/12/24 12:59:59,Silvan,35002,86.54
40836,2008/12/24 12:59:59,Thomson,215305,20.15
40837,2008/12/24 12:59:59,Upper Yarra,153814,76.68
40838,2008/12/24 12:59:59,Yan Yean,5799,19.16
40839,2008/12/24 12:59:59,Tarago,25623,68.18
40840,2008/12/24 12:59:59,Sugarloaf,54695,56.82
40841,2008/12/23 12:59:59,Maroondah,13330,60.1
40842,2008/12/23 12:59:59,O'Shannassy,2575,82.45
40843,2008/12/23 12:59:59,Silvan,35281,87.23
40844,2008/12/23 12:59:59,Greenvale,19546,72.82
40845,2008/12/23 12:59:59,Upper Yarra,153429,76.49
40846,2008/12/23 12:59:59,Yan Yean,5799,19.16
40847,2008/12/23 12:59:59,Cardinia,119006,41.47
40848,2008/12/23 12:59:59,Thomson,215403,20.16
40849,2008/12/23 12:59:59,Sugarloaf,54695,56.82
40850,2008/12/23 12:59:59,Tarago,25652,68.25
40851,2008/11/22 12:59:59,Cardinia,114115,39.77
40852,2008/11/22 12:59:59,Maroondah,9849,44.4
40853,2008/11/22 12:59:59,Silvan,36501,90.24
40854,2008/11/22 12:59:59,Thomson,206938,19.37
40855,2008/11/22 12:59:59,Upper Yarra,142612,71.1
40856,2008/11/22 12:59:59,Sugarloaf,51554,53.56
40857,2008/11/22 12:59:59,Yan Yean,5409,17.87
40858,2008/11/22 12:59:59,Greenvale,20720,77.2
40859,2008/11/22 12:59:59,O'Shannassy,3239,100
40860,2008/11/22 12:59:59,Tarago,24202,64.4
40861,2008/11/21 12:59:59,Cardinia,114037,39.74
40862,2008/11/21 12:59:59,Greenvale,20736,77.26
40863,2008/11/21 12:59:59,Maroondah,9200,41.48
40864,2008/11/21 12:59:59,O'Shannassy,3028,96.95
40865,2008/11/21 12:59:59,Silvan,36279,89.69
40866,2008/11/21 12:59:59,Upper Yarra,142024,70.8
40867,2008/11/21 12:59:59,Yan Yean,5331,17.61
40868,2008/11/21 12:59:59,Thomson,206109,19.29
40869,2008/11/21 12:59:59,Sugarloaf,51231,53.22
40870,2008/11/21 12:59:59,Tarago,24174,64.32
40871,2008/11/20 12:59:59,Cardinia,114037,39.74
40872,2008/11/20 12:59:59,Greenvale,20767,77.37
40873,2008/11/20 12:59:59,Maroondah,9101,41.03
40874,2008/11/20 12:59:59,O'Shannassy,2985,95.58
40875,2008/11/20 12:59:59,Silvan,35994,88.99
40876,2008/11/20 12:59:59,Upper Yarra,142435,71.01
40877,2008/11/20 12:59:59,Yan Yean,5331,17.61
40878,2008/11/20 12:59:59,Tarago,24137,64.22
40879,2008/11/20 12:59:59,Thomson,206187,19.3
40880,2008/11/20 12:59:59,Sugarloaf,51119,53.1
40881,2008/11/19 12:59:59,Cardinia,114305,39.83
40882,2008/11/19 12:59:59,Greenvale,20783,77.43
40883,2008/11/19 12:59:59,Maroondah,8992,40.54
40884,2008/11/19 12:59:59,O'Shannassy,2905,93.01
40885,2008/11/19 12:59:59,Silvan,35560,87.92
40886,2008/11/19 12:59:59,Thomson,206519,19.33
40887,2008/11/19 12:59:59,Upper Yarra,142553,71.07
40888,2008/11/19 12:59:59,Sugarloaf,51208,53.2
40889,2008/11/19 12:59:59,Yan Yean,5331,17.61
40890,2008/11/19 12:59:59,Tarago,24145,64.24
40891,2008/11/18 12:59:59,Cardinia,114609,39.94
40892,2008/11/18 12:59:59,Greenvale,20815,77.55
40893,2008/11/18 12:59:59,Maroondah,8951,40.35
40894,2008/11/18 12:59:59,O'Shannassy,2834,90.74
40895,2008/11/18 12:59:59,Silvan,35188,87
40896,2008/11/18 12:59:59,Thomson,206903,19.37
40897,2008/11/18 12:59:59,Upper Yarra,142612,71.1
40898,2008/11/18 12:59:59,Sugarloaf,51266,53.26
40899,2008/11/18 12:59:59,Yan Yean,5331,17.61
40900,2008/11/18 12:59:59,Tarago,24145,64.24
40901,2008/12/07 12:59:59,Cardinia,117564,40.97
40902,2008/12/07 12:59:59,Greenvale,19537,72.79
40903,2008/12/12 12:59:59,Cardinia,118680,41.36
40904,2008/12/22 12:59:59,Cardinia,118861,41.42
40905,2008/12/07 12:59:59,Maroondah,11804,53.22
40906,2008/12/07 12:59:59,O'Shannassy,2533,81.1
40907,2008/12/07 12:59:59,Silvan,36549,90.36
40908,2008/12/07 12:59:59,Yan Yean,5526,18.25
40909,2008/12/07 12:59:59,Tarago,24770,65.91
40910,2008/12/07 12:59:59,Thomson,210279,19.68
40911,2008/12/07 12:59:59,Upper Yarra,146407,72.99
40912,2008/12/07 12:59:59,Sugarloaf,53378,55.45
40913,2008/12/06 12:59:59,Cardinia,117385,40.91
40914,2008/12/06 12:59:59,Greenvale,19622,73.11
40915,2008/12/06 12:59:59,Maroondah,11881,53.56
40916,2008/12/06 12:59:59,O'Shannassy,2602,83.31
40917,2008/12/06 12:59:59,Silvan,36406,90.01
40918,2008/12/06 12:59:59,Upper Yarra,146413,72.99
40919,2008/12/06 12:59:59,Sugarloaf,53498,55.58
40920,2008/12/06 12:59:59,Yan Yean,5565,18.38
40921,2008/12/06 12:59:59,Tarago,24761,65.88
40922,2008/12/06 12:59:59,Thomson,210546,19.71
40923,2008/12/05 12:59:59,Cardinia,117248,40.86
40924,2008/12/05 12:59:59,Greenvale,19742,73.55
40925,2008/12/05 12:59:59,Maroondah,11896,53.63
40926,2008/12/05 12:59:59,O'Shannassy,2665,85.33
40927,2008/12/05 12:59:59,Silvan,36120,89.3
40928,2008/12/05 12:59:59,Upper Yarra,146443,73.01
40929,2008/12/05 12:59:59,Sugarloaf,53573,55.65
40930,2008/12/05 12:59:59,Yan Yean,5604,18.51
40931,2008/12/05 12:59:59,Tarago,24761,65.88
40932,2008/12/05 12:59:59,Thomson,210778,19.73
40933,2008/12/04 12:59:59,Cardinia,117213,40.85
40934,2008/12/04 12:59:59,Greenvale,19863,74
40935,2008/12/04 12:59:59,Maroondah,11981,54.01
40936,2008/12/04 12:59:59,O'Shannassy,2724,87.22
40937,2008/12/04 12:59:59,Silvan,35807,88.53
40938,2008/12/04 12:59:59,Upper Yarra,146504,73.04
40939,2008/12/04 12:59:59,Yan Yean,5604,18.51
40940,2008/12/04 12:59:59,Tarago,24770,65.91
40941,2008/12/04 12:59:59,Thomson,211028,19.75
40942,2008/12/04 12:59:59,Sugarloaf,53656,55.74
40943,2008/12/03 12:59:59,Maroondah,11989,54.05
40944,2008/12/03 12:59:59,O'Shannassy,2776,88.88
40945,2008/12/03 12:59:59,Silvan,35235,87.11
40946,2008/12/03 12:59:59,Greenvale,19938,74.28
40947,2008/12/03 12:59:59,Upper Yarra,146552,73.06
40948,2008/12/03 12:59:59,Sugarloaf,53737,55.82
40949,2008/12/03 12:59:59,Yan Yean,5604,18.51
40950,2008/12/03 12:59:59,Cardinia,117485,40.94
40951,2008/12/03 12:59:59,Thomson,211126,19.76
40952,2008/12/03 12:59:59,Tarago,24770,65.91
40953,2008/12/17 12:59:59,Cardinia,119332,41.59
40954,2008/11/27 12:59:59,Cardinia,116369,40.55
40955,2008/12/02 12:59:59,Cardinia,117794,41.05
40956,2008/11/27 12:59:59,Greenvale,20490,76.34
40957,2008/11/27 12:59:59,Maroondah,11132,50.19
40958,2008/11/27 12:59:59,O'Shannassy,3031,97.05
40959,2008/11/27 12:59:59,Silvan,35994,88.99
40960,2008/11/27 12:59:59,Thomson,209645,19.62
40961,2008/11/27 12:59:59,Upper Yarra,145149,72.36
40962,2008/11/27 12:59:59,Sugarloaf,53617,55.7
40963,2008/11/27 12:59:59,Yan Yean,5526,18.25
40964,2008/11/27 12:59:59,Tarago,24858,66.14
40965,2008/11/26 12:59:59,Cardinia,115813,40.36
40966,2008/11/26 12:59:59,Greenvale,20551,76.57
40967,2008/11/26 12:59:59,Maroondah,10967,49.44
40968,2008/11/26 12:59:59,O'Shannassy,3067,98.2
40969,2008/11/26 12:59:59,Silvan,36120,89.3
40970,2008/12/12 12:59:59,Greenvale,19453,72.48
40971,2008/11/26 12:59:59,Thomson,209340,19.6
40972,2008/12/17 12:59:59,Greenvale,19607,73.05
40973,2008/12/12 12:59:59,Maroondah,11858,53.46
40974,2008/12/02 12:59:59,Greenvale,20030,74.63
40975,2008/11/26 12:59:59,Upper Yarra,145119,72.35
40976,2008/12/22 12:59:59,Greenvale,19546,72.82
40977,2008/12/17 12:59:59,Maroondah,13426,60.53
40978,2008/12/12 12:59:59,O'Shannassy,2330,74.6
40979,2008/12/02 12:59:59,Maroondah,11927,53.77
40980,2008/11/26 12:59:59,Sugarloaf,53438,55.51
40981,2008/12/22 12:59:59,Maroondah,13394,60.39
40982,2008/12/17 12:59:59,O'Shannassy,2646,84.72
40983,2008/12/12 12:59:59,Silvan,36232,89.58
40984,2008/12/02 12:59:59,O'Shannassy,2841,90.97
40985,2008/11/26 12:59:59,Yan Yean,5526,18.25
40986,2008/12/22 12:59:59,O'Shannassy,2587,82.83
40987,2008/12/17 12:59:59,Silvan,35931,88.83
40988,2008/12/12 12:59:59,Yan Yean,5526,18.25
40989,2008/12/02 12:59:59,Silvan,35188,87
40990,2008/11/26 12:59:59,Tarago,24829,66.06
40991,2008/12/22 12:59:59,Silvan,35621,88.07
40992,2008/12/17 12:59:59,Thomson,214493,20.08
40993,2008/12/12 12:59:59,Tarago,24770,65.91
40994,2008/12/02 12:59:59,Thomson,211064,19.76
40995,2008/11/25 12:59:59,Cardinia,115366,40.2
40996,2008/12/22 12:59:59,Thomson,215501,20.17
40997,2008/12/17 12:59:59,Upper Yarra,150338,74.95
40998,2008/12/12 12:59:59,Thomson,209348,19.6
40999,2008/12/02 12:59:59,Upper Yarra,146262,72.91
41000,2008/11/25 12:59:59,Greenvale,20597,76.74
41001,2008/12/22 12:59:59,Upper Yarra,152950,76.25
41002,2008/12/17 12:59:59,Sugarloaf,53887,55.98
41003,2008/12/12 12:59:59,Upper Yarra,147307,73.44
41004,2008/12/02 12:59:59,Sugarloaf,53716,55.8
41005,2008/11/25 12:59:59,Maroondah,10787,48.63
41006,2008/12/22 12:59:59,Sugarloaf,54725,56.85
41007,2008/12/17 12:59:59,Yan Yean,5799,19.16
41008,2008/12/12 12:59:59,Sugarloaf,52588,54.63
41009,2008/12/02 12:59:59,Yan Yean,5604,18.51
41010,2008/11/25 12:59:59,O'Shannassy,3086,98.81
41011,2008/12/22 12:59:59,Yan Yean,5799,19.16
41012,2008/12/17 12:59:59,Tarago,25652,68.25
41013,2008/12/11 12:59:59,Yan Yean,5487,18.12
41014,2008/12/02 12:59:59,Tarago,24785,65.95
41015,2008/11/25 12:59:59,Silvan,36247,89.62
41016,2008/12/22 12:59:59,Tarago,25652,68.25
41017,2008/12/16 12:59:59,Cardinia,119230,41.55
41018,2008/12/11 12:59:59,Cardinia,118146,41.17
41019,2008/12/01 12:59:59,Cardinia,118045,41.14
41020,2008/11/25 12:59:59,Thomson,208947,19.56
41021,2008/12/21 12:59:59,Cardinia,118897,41.44
41022,2008/12/16 12:59:59,Greenvale,19592,72.99
41023,2008/12/11 12:59:59,Maroondah,11651,52.53
41024,2008/12/01 12:59:59,Greenvale,20140,75.04
41025,2008/11/25 12:59:59,Upper Yarra,145000,72.29
41026,2008/12/21 12:59:59,Greenvale,19577,72.94
41027,2008/12/21 12:59:59,Maroondah,13450,60.64
41028,2008/12/21 12:59:59,O'Shannassy,2621,83.92
41029,2008/12/21 12:59:59,Silvan,35776,88.45
41030,2008/12/21 12:59:59,Upper Yarra,152496,76.02
41031,2008/12/21 12:59:59,Sugarloaf,54665,56.79
41032,2008/12/21 12:59:59,Yan Yean,5799,19.16
41033,2008/12/21 12:59:59,Tarago,25652,68.25
41034,2008/12/21 12:59:59,Thomson,215590,20.18
41035,2008/12/20 12:59:59,Maroondah,13490,60.82
41036,2008/12/20 12:59:59,O'Shannassy,2650,84.85
41037,2008/12/20 12:59:59,Silvan,35745,88.37
41038,2008/12/20 12:59:59,Greenvale,19592,72.99
41039,2008/12/20 12:59:59,Upper Yarra,152061,75.81
41040,2008/12/20 12:59:59,Sugarloaf,54425,56.54
41041,2008/12/20 12:59:59,Yan Yean,5799,19.16
41042,2008/12/20 12:59:59,Cardinia,119187,41.54
41043,2008/12/20 12:59:59,Tarago,25637,68.21
41044,2008/12/20 12:59:59,Thomson,215581,20.18
41045,2008/12/19 12:59:59,Cardinia,119477,41.64
41046,2008/12/19 12:59:59,Greenvale,19592,72.99
41047,2008/12/19 12:59:59,Maroondah,13522,60.96
41048,2008/12/19 12:59:59,O'Shannassy,2670,85.49
41049,2008/12/19 12:59:59,Silvan,35652,88.14
41050,2008/12/19 12:59:59,Sugarloaf,54246,56.35
41051,2008/12/19 12:59:59,Yan Yean,5799,19.16
41052,2008/12/19 12:59:59,Tarago,25646,68.24
41053,2008/12/19 12:59:59,Thomson,215484,20.17
41054,2008/12/19 12:59:59,Upper Yarra,151480,75.52
41055,2008/12/18 12:59:59,Cardinia,119404,41.61
41056,2008/12/18 12:59:59,Greenvale,19607,73.05
41057,2008/12/18 12:59:59,Maroondah,13522,60.96
41058,2008/12/18 12:59:59,O'Shannassy,2650,84.85
41059,2008/12/18 12:59:59,Silvan,35807,88.53
41060,2008/12/18 12:59:59,Sugarloaf,54066,56.17
41061,2008/12/18 12:59:59,Yan Yean,5799,19.16
41062,2008/12/18 12:59:59,Tarago,25652,68.25
41063,2008/12/18 12:59:59,Thomson,215100,20.14
41064,2008/12/18 12:59:59,Upper Yarra,150878,75.22
41065,2008/11/25 12:59:59,Sugarloaf,52989,55.05
41066,2008/11/25 12:59:59,Yan Yean,5526,18.25
41067,2008/11/25 12:59:59,Tarago,24799,65.98
41068,2008/11/24 12:59:59,Cardinia,114821,40.01
41069,2008/11/24 12:59:59,Greenvale,20659,76.97
41070,2008/11/24 12:59:59,Maroondah,10607,47.82
41071,2008/11/24 12:59:59,O'Shannassy,3107,99.48
41072,2008/11/24 12:59:59,Silvan,36469,90.16
41073,2008/11/24 12:59:59,Thomson,208597,19.53
41074,2008/11/24 12:59:59,Upper Yarra,144761,72.17
41075,2008/11/24 12:59:59,Yan Yean,5526,18.25
41076,2008/11/24 12:59:59,Tarago,24713,65.76
41077,2008/11/24 12:59:59,Sugarloaf,52460,54.5
41078,2008/11/23 12:59:59,Cardinia,114326,39.84
41079,2008/11/23 12:59:59,Greenvale,20674,77.02
41080,2008/11/23 12:59:59,Maroondah,10328,46.56
41081,2008/11/23 12:59:59,O'Shannassy,3189,100
41082,2008/11/23 12:59:59,Silvan,36501,90.24
41083,2008/11/23 12:59:59,Thomson,208257,19.49
41084,2008/11/23 12:59:59,Upper Yarra,144164,71.87
41085,2008/11/23 12:59:59,Sugarloaf,52071,54.09
41086,2008/11/23 12:59:59,Yan Yean,5448,18
41087,2008/11/23 12:59:59,Tarago,24486,65.15
41088,2008/12/11 12:59:59,O'Shannassy,2292,73.39
41089,2008/12/11 12:59:59,Silvan,36438,90.09
41090,2008/12/11 12:59:59,Greenvale,19446,72.45
41091,2008/12/11 12:59:59,Thomson,209078,19.57
41092,2008/12/11 12:59:59,Upper Yarra,146739,73.15
41093,2008/12/11 12:59:59,Sugarloaf,52866,54.92
41094,2008/12/11 12:59:59,Tarago,24770,65.91
41095,2008/12/10 12:59:59,Cardinia,117809,41.06
41096,2008/12/10 12:59:59,Maroondah,11605,52.32
41097,2008/12/10 12:59:59,O'Shannassy,2355,75.4
